Month,Customer,Customer_Type,Customer_Age,Product,Product_Type,Revenue,,,,,,,,,,,,,,,,
2022-08-01,DollarFusion Holdings,Accounting,< 1 Year,an_m7,Analysis,67.5,,,,,,,,,,,,,,,,
2022-08-01,WiseEdge Capital,Accounting,>= 1 Year,fc_m4,Forecasting,135,,,,,,,,,,,,,,,,
2022-08-01,DollarFusion Holdings,Accounting,< 1 Year,rp_m4,Reporting,135,,,,,,,,,,,,,,,,
2022-08-01,TradeCrown Financial,Accounting,>= 1 Year,vu_m2,Valuation,135,,,,,,,,,,,,,,,,
2022-08-01,TrustWave Capital,Accounting,>= 1 Year,vu_m3,Valuation,135,,,,,,,,,,,,,,,,
2022-08-01,DollarVista Advisors,Research,>= 1 Year,vu_m5,Valuation,135,,,,,,,,,,,,,,,,
2022-08-01,TrustEdge Wealth Management,Wealth Management,>= 1 Year,vu_m5,Valuation,135,,,,,,,,,,,,,,,,
2022-09-01,CoinWise Financial,Research,>= 1 Year,ac_m5,Accounting,135,,,,,,,,,,,,,,,,
2022-09-01,FinanceSync Advisors,Consulting,< 1 Year,an_m7,Analysis,67.5,,,,,,,,,,,,,,,,
2022-09-01,NovaFunds Consultants,Accounting,>= 1 Year,an_m7,Analysis,67.5,,,,,,,,,,,,,,,,
2022-09-01,TrueEdge Capital,Accounting,< 1 Year,an_m7,Analysis,67.5,,,,,,,,,,,,,,,,
2022-09-01,TrueVista Capital,Wealth Management,>= 1 Year,fc_m4,Forecasting,135,,,,,,,,,,,,,,,,
2022-09-01,PlatinumMatrix Ventures,Accounting,>= 1 Year,rp_m3,Reporting,135,,,,,,,,,,,,,,,,
2022-09-01,FortunaFund Management,Consulting,>= 1 Year,rp_m4,Reporting,135,,,,,,,,,,,,,,,,
2022-09-01,TrueCrest Enterprises,Research,>= 1 Year,vu_m3,Valuation,135,,,,,,,,,,,,,,,,
2022-09-01,PlatinumPath Financial,Wealth Management,>= 1 Year,vu_m3,Valuation,135,,,,,,,,,,,,,,,,
2022-09-01,SilverEdge Management,Research,>= 1 Year,vu_m6,Valuation,135,,,,,,,,,,,,,,,,
2022-10-01,QuantumQuest Capital,Accounting,>= 1 Year,ac_m5,Accounting,135,,,,,,,,,,,,,,,,
2022-10-01,InvestHarbor Partners,Wealth Management,>= 1 Year,an_m6,Analysis,135,,,,,,,,,,,,,,,,
2022-10-01,VentureTrust Solutions,Consulting,< 1 Year,an_m6,Analysis,135,,,,,,,,,,,,,,,,
2022-10-01,VentureTrust Solutions,Consulting,< 1 Year,rp_m1,Reporting,135,,,,,,,,,,,,,,,,
2022-10-01,CashGuard Financial,Accounting,>= 1 Year,rp_m2,Reporting,135,,,,,,,,,,,,,,,,
2022-10-01,BeaconCrest Ventures,Wealth Management,>= 1 Year,rp_m3,Reporting,135,,,,,,,,,,,,,,,,
2022-10-01,PrimeEagle Financial,Research,>= 1 Year,vu_m1,Valuation,135,,,,,,,,,,,,,,,,
2022-10-01,StellarStone Finance,Consulting,>= 1 Year,vu_m3,Valuation,135,,,,,,,,,,,,,,,,
2022-10-01,MoneyQuest Finance,Research,< 1 Year,vu_m3,Valuation,135,,,,,,,,,,,,,,,,
2022-10-01,QuantumQuest Capital,Accounting,>= 1 Year,vu_m3,Valuation,135,,,,,,,,,,,,,,,,
2022-10-01,MoneyQuest Finance,Research,< 1 Year,vu_m6,Valuation,135,,,,,,,,,,,,,,,,
2022-11-01,SafeVantage Finance,Consulting,>= 1 Year,ac_m5,Accounting,135,,,,,,,,,,,,,,,,
2022-11-01,TrueEdge Capital,Accounting,< 1 Year,an_m7,Analysis,67.5,,,,,,,,,,,,,,,,
2022-11-01,CoinWise Financial,Research,>= 1 Year,rp_m3,Reporting,135,,,,,,,,,,,,,,,,
2022-11-01,SafeVantage Finance,Consulting,>= 1 Year,rp_m6,Reporting,135,,,,,,,,,,,,,,,,
2022-11-01,TrustHarvest Finance,Accounting,< 1 Year,vu_m3,Valuation,135,,,,,,,,,,,,,,,,
2022-11-01,EquiEdge Financial,Research,>= 1 Year,vu_m5,Valuation,135,,,,,,,,,,,,,,,,
2022-11-01,SilverEdge Management,Research,>= 1 Year,vu_m6,Valuation,135,,,,,,,,,,,,,,,,
2022-12-01,TrueFunds Consultants,Wealth Management,>= 1 Year,fc_m4,Forecasting,135,,,,,,,,,,,,,,,,
2022-12-01,TrustLink Financial,Accounting,>= 1 Year,rp_m1,Reporting,135,,,,,,,,,,,,,,,,
2022-12-01,VentureTrust Solutions,Consulting,< 1 Year,rp_m1,Reporting,135,,,,,,,,,,,,,,,,
2022-12-01,FortunaFund Management,Consulting,>= 1 Year,rp_m4,Reporting,135,,,,,,,,,,,,,,,,
2022-12-01,CashForte Capital,Research,>= 1 Year,vu_m3,Valuation,135,,,,,,,,,,,,,,,,
2022-12-01,QuantumWealth Strategies,Wealth Management,>= 1 Year,vu_m3,Valuation,135,,,,,,,,,,,,,,,,
2022-12-01,GoldCrest Advisors,Research,>= 1 Year,vu_m6,Valuation,135,,,,,,,,,,,,,,,,
2023-01-01,InvestHarbor Partners,Wealth Management,>= 1 Year,an_m6,Analysis,135,,,,,,,,,,,,,,,,
2023-01-01,PlatinumPulse Investments,Consulting,>= 1 Year,an_m6,Analysis,135,,,,,,,,,,,,,,,,
2023-01-01,DollarFusion Holdings,Accounting,< 1 Year,rp_m1,Reporting,135,,,,,,,,,,,,,,,,
2023-01-01,TrueCrest Enterprises,Research,>= 1 Year,vu_m6,Valuation,135,,,,,,,,,,,,,,,,
2023-01-01,BlueWave Investments,Consulting,>= 1 Year,vu_m6,Valuation,135,,,,,,,,,,,,,,,,
2023-02-01,TrueFunds Consultants,Wealth Management,>= 1 Year,ac_m3,Accounting,135,,,,,,,,,,,,,,,,
2023-02-01,WiseEdge Capital,Accounting,>= 1 Year,fc_m4,Forecasting,135,,,,,,,,,,,,,,,,
2023-02-01,TrueVista Capital,Wealth Management,>= 1 Year,vu_m3,Valuation,135,,,,,,,,,,,,,,,,
2023-03-01,TrueFunds Consultants,Wealth Management,>= 1 Year,ac_m3,Accounting,135,,,,,,,,,,,,,,,,
2023-03-01,StellarStone Finance,Consulting,>= 1 Year,ac_m3,Accounting,135,,,,,,,,,,,,,,,,
2023-03-01,FundHorizon Partners,Wealth Management,>= 1 Year,ac_m3,Accounting,135,,,,,,,,,,,,,,,,
2023-03-01,WealthHarbor Enterprises,Research,< 1 Year,ac_m5,Accounting,135,,,,,,,,,,,,,,,,
2023-03-01,WealthHarbor Enterprises,Research,< 1 Year,an_m6,Analysis,135,,,,,,,,,,,,,,,,
2023-03-01,TrustStrive Capital,Wealth Management,< 1 Year,fc_m4,Forecasting,135,,,,,,,,,,,,,,,,
2023-03-01,ProfitPeak Capital,Wealth Management,>= 1 Year,rp_m1,Reporting,135,,,,,,,,,,,,,,,,
2023-03-01,CapitalQuest Finance,Wealth Management,< 1 Year,rp_m3,Reporting,135,,,,,,,,,,,,,,,,
2023-03-01,WealthStrive Advisors,Research,>= 1 Year,rp_m4,Reporting,135,,,,,,,,,,,,,,,,
2023-03-01,WiseEdge Capital,Accounting,>= 1 Year,rp_m4,Reporting,135,,,,,,,,,,,,,,,,
2023-03-01,ProfitBridge Investments,Consulting,>= 1 Year,rp_m4,Reporting,135,,,,,,,,,,,,,,,,
2023-03-01,InvestForte Wealth,Accounting,< 1 Year,vu_m1,Valuation,135,,,,,,,,,,,,,,,,
2023-03-01,CapitalQuest Finance,Wealth Management,< 1 Year,vu_m3,Valuation,135,,,,,,,,,,,,,,,,
2023-03-01,TrueVista Capital,Wealth Management,>= 1 Year,vu_m3,Valuation,135,,,,,,,,,,,,,,,,
2023-03-01,ApexEdge Capital,Consulting,>= 1 Year,vu_m6,Valuation,135,,,,,,,,,,,,,,,,
2023-03-01,NovaHarbor Advisors,Wealth Management,>= 1 Year,vu_m6,Valuation,135,,,,,,,,,,,,,,,,
2023-03-01,FundHorizon Partners,Wealth Management,>= 1 Year,vu_m6,Valuation,135,,,,,,,,,,,,,,,,
2023-04-01,MoneyCrest Financial,Consulting,< 1 Year,fc_m1,Forecasting,135,,,,,,,,,,,,,,,,
2023-04-01,CapitalCrafters Finance,Research,>= 1 Year,fc_m1,Forecasting,135,,,,,,,,,,,,,,,,
2023-04-01,BlueStar Investments,Consulting,>= 1 Year,fc_m1,Forecasting,135,,,,,,,,,,,,,,,,
2023-04-01,InvestHarbor Partners,Wealth Management,>= 1 Year,fc_m4,Forecasting,135,,,,,,,,,,,,,,,,
2023-04-01,MoneyCrest Financial,Consulting,< 1 Year,rp_m4,Reporting,135,,,,,,,,,,,,,,,,
2023-04-01,NovaHarbor Advisors,Wealth Management,>= 1 Year,vu_m5,Valuation,135,,,,,,,,,,,,,,,,
2023-04-01,NovaFunds Advisors,Accounting,>= 1 Year,vu_m6,Valuation,135,,,,,,,,,,,,,,,,
2023-05-01,DollarVista Advisors,Research,>= 1 Year,ac_m5,Accounting,135,,,,,,,,,,,,,,,,
2023-05-01,DollarVista Advisors,Research,>= 1 Year,an_m6,Analysis,135,,,,,,,,,,,,,,,,
2023-05-01,VentureTrust Solutions,Consulting,< 1 Year,an_m6,Analysis,135,,,,,,,,,,,,,,,,
2023-05-01,DollarVista Advisors,Research,>= 1 Year,rp_m1,Reporting,135,,,,,,,,,,,,,,,,
2023-05-01,VentureTrust Solutions,Consulting,< 1 Year,rp_m1,Reporting,135,,,,,,,,,,,,,,,,
2023-05-01,DollarHarvest Holdings,Accounting,>= 1 Year,rp_m3,Reporting,135,,,,,,,,,,,,,,,,
2023-05-01,WiseWealth Enterprises,Accounting,>= 1 Year,rp_m4,Reporting,135,,,,,,,,,,,,,,,,
2023-05-01,BeaconCrest Ventures,Wealth Management,>= 1 Year,rp_m4,Reporting,135,,,,,,,,,,,,,,,,
2023-05-01,CapitalCrafters Finance,Research,>= 1 Year,rp_m4,Reporting,135,,,,,,,,,,,,,,,,
2023-05-01,CoinTrust Consultants,Research,>= 1 Year,vu_m1,Valuation,135,,,,,,,,,,,,,,,,
2023-05-01,TradeCrown Financial,Accounting,>= 1 Year,vu_m2,Valuation,135,,,,,,,,,,,,,,,,
2023-05-01,BlueWave Investments,Consulting,>= 1 Year,vu_m6,Valuation,135,,,,,,,,,,,,,,,,
2023-06-01,EquiWealth Advisors,Consulting,>= 1 Year,rp_m1,Reporting,135,,,,,,,,,,,,,,,,
2023-06-01,InvestForte Wealth,Accounting,< 1 Year,rp_m3,Reporting,135,,,,,,,,,,,,,,,,
2023-06-01,BlueWave Investments,Consulting,>= 1 Year,rp_m3,Reporting,135,,,,,,,,,,,,,,,,
2023-06-01,CapitalQuest Finance,Wealth Management,< 1 Year,vu_m3,Valuation,135,,,,,,,,,,,,,,,,
2023-06-01,QuantumPulse Advisors,Research,< 1 Year,vu_m3,Valuation,135,,,,,,,,,,,,,,,,
2023-06-01,ProfitRise Investments,Research,< 1 Year,vu_m6,Valuation,135,,,,,,,,,,,,,,,,
2020-01-01,NovaBucks Financial,Wealth Management,>= 1 Year,an_m6,Analysis,130,,,,,,,,,,,,,,,,
2020-01-01,TrustLink Financial,Accounting,>= 1 Year,vu_m1,Valuation,130,,,,,,,,,,,,,,,,
2020-02-01,GoldHarbor Advisors,Research,>= 1 Year,ac_m4,Accounting,130,,,,,,,,,,,,,,,,
2020-04-01,TradeMark Financial,Accounting,>= 1 Year,ac_m3,Accounting,130,,,,,,,,,,,,,,,,
2020-05-01,NovaFunds Advisors,Accounting,>= 1 Year,an_m6,Analysis,130,,,,,,,,,,,,,,,,
2020-06-01,DollarHarvest Holdings,Accounting,>= 1 Year,rp_m3,Reporting,130,,,,,,,,,,,,,,,,
2020-08-01,SilverEdge Management,Research,>= 1 Year,vu_m3,Valuation,130,,,,,,,,,,,,,,,,
2020-08-01,NovaFunds Advisors,Accounting,>= 1 Year,vu_m6,Valuation,130,,,,,,,,,,,,,,,,
2020-09-01,WiseWealth Enterprises,Accounting,>= 1 Year,ac_m5,Accounting,130,,,,,,,,,,,,,,,,
2020-09-01,StellarStone Finance,Consulting,>= 1 Year,rp_m3,Reporting,130,,,,,,,,,,,,,,,,
2020-09-01,FortunaBridge Finance,Accounting,>= 1 Year,vu_m3,Valuation,130,,,,,,,,,,,,,,,,
2020-10-01,FinanceFusion Group,Research,>= 1 Year,an_m6,Analysis,130,,,,,,,,,,,,,,,,
2020-10-01,CapitalShift Finance,Consulting,>= 1 Year,an_m7,Analysis,65,,,,,,,,,,,,,,,,
2020-10-01,VentureVantage Advisors,Consulting,>= 1 Year,rp_m2,Reporting,130,,,,,,,,,,,,,,,,
2020-10-01,MoneyMax Finance,Accounting,>= 1 Year,vu_m3,Valuation,130,,,,,,,,,,,,,,,,
2020-11-01,MoneyMax Finance,Accounting,>= 1 Year,ac_m5,Accounting,130,,,,,,,,,,,,,,,,
2020-11-01,StellarStone Finance,Consulting,>= 1 Year,an_m6,Analysis,130,,,,,,,,,,,,,,,,
2020-11-01,GrowthMatrix Advisors,Consulting,>= 1 Year,vu_m3,Valuation,130,,,,,,,,,,,,,,,,
2020-11-01,ApexEdge Capital,Consulting,>= 1 Year,vu_m6,Valuation,130,,,,,,,,,,,,,,,,
2020-12-01,BlueStar Investments,Consulting,>= 1 Year,ac_m4,Accounting,130,,,,,,,,,,,,,,,,
2020-12-01,CoinTrust Consultants,Research,>= 1 Year,ac_m5,Accounting,130,,,,,,,,,,,,,,,,
2020-12-01,SilverEdge Management,Research,>= 1 Year,ac_m5,Accounting,130,,,,,,,,,,,,,,,,
2020-12-01,TrueFunds Consultants,Wealth Management,>= 1 Year,vu_m3,Valuation,130,,,,,,,,,,,,,,,,
2020-12-01,CoinTrust Consultants,Research,>= 1 Year,vu_m3,Valuation,130,,,,,,,,,,,,,,,,
2021-01-01,QuantumQuest Capital,Accounting,>= 1 Year,ac_m5,Accounting,130,,,,,,,,,,,,,,,,
2021-01-01,GrowthVista Finance,Wealth Management,>= 1 Year,ac_m5,Accounting,130,,,,,,,,,,,,,,,,
2021-01-01,GrowthMatrix Advisors,Consulting,>= 1 Year,an_m7,Analysis,65,,,,,,,,,,,,,,,,
2021-01-01,SecureWay Capital,Consulting,>= 1 Year,rp_m3,Reporting,130,,,,,,,,,,,,,,,,
2021-01-01,MoneyMax Finance,Accounting,>= 1 Year,vu_m3,Valuation,130,,,,,,,,,,,,,,,,
2021-02-01,CoinNova Advisors,Research,>= 1 Year,vu_m1,Valuation,130,,,,,,,,,,,,,,,,
2021-03-01,SilverEdge Management,Research,>= 1 Year,rp_m3,Reporting,130,,,,,,,,,,,,,,,,
2021-03-01,BlueWave Investments,Consulting,>= 1 Year,vu_m3,Valuation,130,,,,,,,,,,,,,,,,
2021-03-01,MoneyCrafters Investments,Research,>= 1 Year,vu_m3,Valuation,130,,,,,,,,,,,,,,,,
2021-04-01,CoinNova Advisors,Research,>= 1 Year,vu_m6,Valuation,130,,,,,,,,,,,,,,,,
2021-04-01,FortunaBridge Finance,Accounting,>= 1 Year,vu_m6,Valuation,130,,,,,,,,,,,,,,,,
2021-05-01,GoldenGate Finance,Consulting,>= 1 Year,ac_m3,Accounting,130,,,,,,,,,,,,,,,,
2021-05-01,DollarVista Advisors,Research,>= 1 Year,ac_m5,Accounting,130,,,,,,,,,,,,,,,,
2021-05-01,PlatinumPulse Investments,Consulting,>= 1 Year,ac_m5,Accounting,130,,,,,,,,,,,,,,,,
2021-05-01,NovaFusion Group,Accounting,>= 1 Year,rp_m2,Reporting,130,,,,,,,,,,,,,,,,
2021-05-01,SilverEdge Management,Research,>= 1 Year,rp_m3,Reporting,130,,,,,,,,,,,,,,,,
2021-05-01,SafeVantage Finance,Consulting,>= 1 Year,rp_m6,Reporting,130,,,,,,,,,,,,,,,,
2021-05-01,CoinNova Advisors,Research,>= 1 Year,vu_m1,Valuation,130,,,,,,,,,,,,,,,,
2021-05-01,GrowthMatrix Advisors,Consulting,>= 1 Year,vu_m1,Valuation,130,,,,,,,,,,,,,,,,
2021-05-01,StellarStone Finance,Consulting,>= 1 Year,vu_m6,Valuation,130,,,,,,,,,,,,,,,,
2021-06-01,FinanceFusion Group,Research,>= 1 Year,ac_m5,Accounting,130,,,,,,,,,,,,,,,,
2021-06-01,QuantumQuest Capital,Accounting,>= 1 Year,ac_m5,Accounting,130,,,,,,,,,,,,,,,,
2021-06-01,NovaBucks Financial,Wealth Management,>= 1 Year,rp_m3,Reporting,130,,,,,,,,,,,,,,,,
2021-06-01,TrustSphere Finance,Consulting,>= 1 Year,rp_m3,Reporting,130,,,,,,,,,,,,,,,,
2021-06-01,StellarStone Finance,Consulting,>= 1 Year,rp_m3,Reporting,130,,,,,,,,,,,,,,,,
2021-06-01,SilverEdge Management,Research,>= 1 Year,rp_m3,Reporting,130,,,,,,,,,,,,,,,,
2021-06-01,StellarStone Finance,Consulting,>= 1 Year,vu_m1,Valuation,130,,,,,,,,,,,,,,,,
2021-07-01,PrimeEagle Financial,Research,>= 1 Year,an_m6,Analysis,130,,,,,,,,,,,,,,,,
2021-07-01,CoinWise Financial,Research,>= 1 Year,rp_m2,Reporting,130,,,,,,,,,,,,,,,,
2021-08-01,GrowthMatrix Advisors,Consulting,>= 1 Year,ac_m5,Accounting,130,,,,,,,,,,,,,,,,
2021-08-01,TrustWave Capital,Accounting,>= 1 Year,fc_m1,Forecasting,130,,,,,,,,,,,,,,,,
2021-08-01,NovaBucks Financial,Wealth Management,>= 1 Year,rp_m3,Reporting,130,,,,,,,,,,,,,,,,
2021-08-01,GoldenPeak Investments,Research,>= 1 Year,vu_m3,Valuation,130,,,,,,,,,,,,,,,,
2021-09-01,FinanceFusion Group,Research,>= 1 Year,ac_m5,Accounting,130,,,,,,,,,,,,,,,,
2021-09-01,PrimeEagle Financial,Research,>= 1 Year,ac_m5,Accounting,130,,,,,,,,,,,,,,,,
2021-09-01,SilverCraft Solutions,Consulting,>= 1 Year,rp_m1,Reporting,130,,,,,,,,,,,,,,,,
2021-09-01,PlatinumPath Financial,Wealth Management,>= 1 Year,rp_m3,Reporting,130,,,,,,,,,,,,,,,,
2021-09-01,FortunaFund Management,Consulting,>= 1 Year,rp_m4,Reporting,130,,,,,,,,,,,,,,,,
2021-09-01,QuantumBucks Financial,Wealth Management,>= 1 Year,vu_m3,Valuation,130,,,,,,,,,,,,,,,,
2021-09-01,EquiGrowth Management,Accounting,>= 1 Year,vu_m3,Valuation,130,,,,,,,,,,,,,,,,
2021-09-01,TrustWave Capital,Accounting,>= 1 Year,vu_m6,Valuation,130,,,,,,,,,,,,,,,,
2021-10-01,ProsperBridge Capital,Wealth Management,>= 1 Year,ac_m3,Accounting,130,,,,,,,,,,,,,,,,
2021-10-01,NovaBucks Financial,Wealth Management,>= 1 Year,fc_m4,Forecasting,130,,,,,,,,,,,,,,,,
2021-10-01,VentureValor Wealth,Accounting,>= 1 Year,vu_m3,Valuation,130,,,,,,,,,,,,,,,,
2021-10-01,BlueHorizon Finance,Accounting,>= 1 Year,vu_m5,Valuation,130,,,,,,,,,,,,,,,,
2021-11-01,QuantumBucks Financial,Wealth Management,>= 1 Year,rp_m2,Reporting,130,,,,,,,,,,,,,,,,
2021-11-01,PlatinumPath Financial,Wealth Management,>= 1 Year,vu_m6,Valuation,130,,,,,,,,,,,,,,,,
2021-12-01,SilverEdge Management,Research,>= 1 Year,ac_m4,Accounting,130,,,,,,,,,,,,,,,,
2021-12-01,PrimeEagle Financial,Research,>= 1 Year,fc_m4,Forecasting,130,,,,,,,,,,,,,,,,
2021-12-01,CoinNova Advisors,Research,>= 1 Year,rp_m3,Reporting,130,,,,,,,,,,,,,,,,
2021-12-01,TrustWave Capital,Accounting,>= 1 Year,rp_m4,Reporting,130,,,,,,,,,,,,,,,,
2021-12-01,StellarStone Finance,Consulting,>= 1 Year,vu_m1,Valuation,130,,,,,,,,,,,,,,,,
2021-12-01,StellarBank Investments,Accounting,>= 1 Year,vu_m3,Valuation,130,,,,,,,,,,,,,,,,
2021-12-01,EquiGrowth Management,Accounting,>= 1 Year,vu_m3,Valuation,130,,,,,,,,,,,,,,,,
2022-01-01,TrueFunds Consultants,Wealth Management,>= 1 Year,ac_m3,Accounting,130,,,,,,,,,,,,,,,,
2022-01-01,PlatinumPulse Investments,Consulting,>= 1 Year,rp_m1,Reporting,130,,,,,,,,,,,,,,,,
2022-01-01,WiseEdge Capital,Accounting,>= 1 Year,vu_m1,Valuation,130,,,,,,,,,,,,,,,,
2022-01-01,CoinTrust Consultants,Research,>= 1 Year,vu_m3,Valuation,130,,,,,,,,,,,,,,,,
2022-02-01,SecureWay Capital,Consulting,>= 1 Year,ac_m5,Accounting,130,,,,,,,,,,,,,,,,
2022-02-01,SecureWay Capital,Consulting,>= 1 Year,an_m6,Analysis,130,,,,,,,,,,,,,,,,
2022-02-01,MoneyMint Management,Research,>= 1 Year,rp_m4,Reporting,130,,,,,,,,,,,,,,,,
2022-02-01,TrustLink Financial,Accounting,>= 1 Year,rp_m4,Reporting,130,,,,,,,,,,,,,,,,
2022-02-01,TrueFunds Consultants,Wealth Management,>= 1 Year,vu_m1,Valuation,130,,,,,,,,,,,,,,,,
2022-02-01,NovaFunds Advisors,Accounting,>= 1 Year,vu_m6,Valuation,130,,,,,,,,,,,,,,,,
2022-04-01,GoldHarbor Advisors,Research,>= 1 Year,ac_m4,Accounting,130,,,,,,,,,,,,,,,,
2022-04-01,InvestCrest Finance,Wealth Management,>= 1 Year,an_m7,Analysis,65,,,,,,,,,,,,,,,,
2022-04-01,NovaHarbor Advisors,Wealth Management,>= 1 Year,fc_m1,Forecasting,130,,,,,,,,,,,,,,,,
2022-04-01,InvestHarbor Partners,Wealth Management,>= 1 Year,fc_m4,Forecasting,130,,,,,,,,,,,,,,,,
2022-04-01,ApexEdge Capital,Consulting,>= 1 Year,rp_m3,Reporting,130,,,,,,,,,,,,,,,,
2022-04-01,GoldenPeak Investments,Research,>= 1 Year,rp_m3,Reporting,130,,,,,,,,,,,,,,,,
2022-04-01,CoinWise Financial,Research,>= 1 Year,rp_m3,Reporting,130,,,,,,,,,,,,,,,,
2022-04-01,QuantumQuest Capital,Accounting,>= 1 Year,rp_m3,Reporting,130,,,,,,,,,,,,,,,,
2022-04-01,GoldenPeak Investments,Research,>= 1 Year,vu_m1,Valuation,130,,,,,,,,,,,,,,,,
2022-04-01,BlueHorizon Finance,Accounting,>= 1 Year,vu_m1,Valuation,130,,,,,,,,,,,,,,,,
2022-04-01,FortunaBridge Finance,Accounting,>= 1 Year,vu_m3,Valuation,130,,,,,,,,,,,,,,,,
2022-04-01,QuantumWealth Strategies,Wealth Management,>= 1 Year,vu_m3,Valuation,130,,,,,,,,,,,,,,,,
2022-05-01,EquiPulse Finance,Accounting,>= 1 Year,fc_m1,Forecasting,130,,,,,,,,,,,,,,,,
2022-05-01,InvestHarbor Partners,Wealth Management,>= 1 Year,fc_m4,Forecasting,130,,,,,,,,,,,,,,,,
2022-05-01,DollarVista Advisors,Research,>= 1 Year,vu_m6,Valuation,130,,,,,,,,,,,,,,,,
2022-06-01,TrustLink Financial,Accounting,>= 1 Year,fc_m1,Forecasting,130,,,,,,,,,,,,,,,,
2022-06-01,CapitalCrafters Finance,Research,>= 1 Year,rp_m1,Reporting,130,,,,,,,,,,,,,,,,
2022-06-01,PlatinumMatrix Ventures,Accounting,>= 1 Year,rp_m3,Reporting,130,,,,,,,,,,,,,,,,
2022-06-01,GrowthMatrix Advisors,Consulting,>= 1 Year,vu_m1,Valuation,130,,,,,,,,,,,,,,,,
2022-06-01,ProsperaLink Finance,Wealth Management,>= 1 Year,vu_m3,Valuation,130,,,,,,,,,,,,,,,,
2022-06-01,StellarStone Finance,Consulting,>= 1 Year,vu_m3,Valuation,130,,,,,,,,,,,,,,,,
2022-06-01,ProsperBridge Capital,Wealth Management,>= 1 Year,vu_m3,Valuation,130,,,,,,,,,,,,,,,,
2022-06-01,PlatinumPath Financial,Wealth Management,>= 1 Year,vu_m3,Valuation,130,,,,,,,,,,,,,,,,
2022-06-01,GoldWealth Partners,Accounting,>= 1 Year,vu_m6,Valuation,130,,,,,,,,,,,,,,,,
2022-06-01,TrustLink Financial,Accounting,>= 1 Year,vu_m6,Valuation,130,,,,,,,,,,,,,,,,
2022-07-01,TrueEagle Advisors,Research,>= 1 Year,an_m7,Analysis,65,,,,,,,,,,,,,,,,
2022-07-01,BeaconCrest Ventures,Wealth Management,>= 1 Year,fc_m4,Forecasting,130,,,,,,,,,,,,,,,,
2022-07-01,CapitalCrafters Finance,Research,>= 1 Year,fc_m4,Forecasting,130,,,,,,,,,,,,,,,,
2022-07-01,TrueVista Capital,Wealth Management,>= 1 Year,fc_m4,Forecasting,130,,,,,,,,,,,,,,,,
2022-07-01,FortunaFlex Finance,Research,>= 1 Year,rp_m4,Reporting,130,,,,,,,,,,,,,,,,
2022-07-01,GoldenPeak Investments,Research,>= 1 Year,vu_m1,Valuation,130,,,,,,,,,,,,,,,,
2022-07-01,BlueHorizon Finance,Accounting,>= 1 Year,vu_m1,Valuation,130,,,,,,,,,,,,,,,,
2022-07-01,GoldenPeak Investments,Research,>= 1 Year,vu_m3,Valuation,130,,,,,,,,,,,,,,,,
2022-08-01,ProfitPeak Holdings,Wealth Management,>= 1 Year,ac_m3,Accounting,130,,,,,,,,,,,,,,,,
2022-08-01,StellarStone Finance,Consulting,>= 1 Year,ac_m3,Accounting,130,,,,,,,,,,,,,,,,
2022-08-01,NovaFunds Consultants,Accounting,>= 1 Year,an_m7,Analysis,65,,,,,,,,,,,,,,,,
2022-08-01,ProsperaLink Finance,Wealth Management,>= 1 Year,rp_m1,Reporting,130,,,,,,,,,,,,,,,,
2022-08-01,StellarStone Finance,Consulting,>= 1 Year,vu_m1,Valuation,130,,,,,,,,,,,,,,,,
2022-08-01,ProfitBridge Investments,Consulting,>= 1 Year,vu_m5,Valuation,130,,,,,,,,,,,,,,,,
2022-09-01,FinanceFusion Group,Research,>= 1 Year,ac_m5,Accounting,130,,,,,,,,,,,,,,,,
2022-09-01,PrimeEagle Financial,Research,>= 1 Year,ac_m5,Accounting,130,,,,,,,,,,,,,,,,
2022-09-01,FinanceFusion Group,Research,>= 1 Year,an_m6,Analysis,130,,,,,,,,,,,,,,,,
2022-09-01,PrimeEagle Financial,Research,>= 1 Year,an_m6,Analysis,130,,,,,,,,,,,,,,,,
2022-09-01,StellarStone Finance,Consulting,>= 1 Year,an_m6,Analysis,130,,,,,,,,,,,,,,,,
2022-09-01,VentureTrust Solutions,Consulting,< 1 Year,rp_m1,Reporting,130,,,,,,,,,,,,,,,,
2022-09-01,SecureWay Capital,Consulting,>= 1 Year,rp_m6,Reporting,130,,,,,,,,,,,,,,,,
2022-09-01,QuantumBucks Financial,Wealth Management,>= 1 Year,vu_m3,Valuation,130,,,,,,,,,,,,,,,,
2022-09-01,MoneyCrafters Investments,Research,>= 1 Year,vu_m3,Valuation,130,,,,,,,,,,,,,,,,
2022-09-01,WiseWealth Enterprises,Accounting,>= 1 Year,vu_m6,Valuation,130,,,,,,,,,,,,,,,,
2022-09-01,QuantumBucks Financial,Wealth Management,>= 1 Year,vu_m6,Valuation,130,,,,,,,,,,,,,,,,
2022-10-01,MoneyMint Management,Research,>= 1 Year,ac_m5,Accounting,130,,,,,,,,,,,,,,,,
2022-10-01,FinanceSync Advisors,Consulting,< 1 Year,an_m7,Analysis,65,,,,,,,,,,,,,,,,
2022-10-01,TrustWave Capital,Accounting,>= 1 Year,fc_m1,Forecasting,130,,,,,,,,,,,,,,,,
2022-10-01,DollarHarvest Holdings,Accounting,>= 1 Year,fc_m3,Forecasting,130,,,,,,,,,,,,,,,,
2022-10-01,WealthPulse Group,Research,>= 1 Year,rp_m1,Reporting,130,,,,,,,,,,,,,,,,
